BP_from,BP_to,X_S42,Y_S42
7550,1380,3413118,5550054
2420,1988,3429343,5541707
2725,2340,3538560,5556206
3600,3225,3436152,5464054
7550,6200,3531024,5589415
2420,1988,3549492,5580157
2563,2420,3418091,5454846
2485,2340,3447240,5438190
2725,2485,3468296,5546927
2420,1988,3409807,5607501
7450,6850,3378678,5515198
2750,2485,3557214,5537832
2725,2340,3470138,5556942
2725,2340,3462715,5536461
2725,2340,3445986,5542113
5300,4800,3374344,5529320
3200,2950,3477179,5547778
4200,3550,3440498,5560206
2420,1988,3382007,5515962
6900,6550,3554112,5558872
7550,1380,3477140,5547779
2725,1988,3411296,5484378
1760,1560,3433542,5537221
2205,2070,3525176,5575698
4200,3550,3518253,5533166
3200,2950,3477643,5559422
6900,6550,3403038,5594924
5000,4800,3471890,5550497
4200,3550,3445639,5438984
7550,1380,3392796,5524913
4200,2725,3388277,5574546
2725,2340,3500241,5542623
7450,6850,3558468,5535586
7550,1380,3483066,5564306
7450,6850,3379381,5494788
7450,6850,3461400,5536709
4200,2725,3436777,5471652
3200,2950,3495425,5552997
6200,2725,3454097,5547158
2925,2700,3363289,5490116
4200,3550,3522628,5537118
2563,2340,3430727,5441184
5000,4800,3446406,5504456
2485,2340,3423762,5494865
3200,2950,3442316,5558350
2563,2420,3432340,5435125
3200,2750,3312105,5556723
2725,2340,3479843,5559918
2563,2340,3438079,5602013
3600,3225,3509217,5548221
6900,6550,3481925,5558465
2420,1988,3556414,5525675
2925,2700,3380778,5524955
3200,2950,3439549,5590599
7550,1380,3482463,5559177
1980,1560,3387442,5570069
7450,6850,3518028,5533999
6900,6550,3450442,5550381
7550,6200,3534502,5567439
3600,3225,3374995,5520207
7450,6850,3477018,5559418
3200,2950,3497471,5542575
2420,2340,3450553,5550138
7450,6850,3457032,5558394
6900,6550,3423218,5528866
2950,2700,3588179,5530566
2950,2725,3419311,5545793
2725,2340,3435766,5598623
2950,2725,3517898,5533115
2950,2725,3527230,5531171
2563,2340,3423143,5528313
2750,2485,3457378,5587998
2725,1988,3385780,5572056
7450,6850,3481173,5545854
7550,1380,3422117,5443239
2420,1988,3411547,5575136
7550,1380,3381777,5485726
3200,2950,3369285,5495324
6200,4200,3482858,5559563
3600,3200,3436310,5466127
6200,4200,3483299,5564657
7450,6850,3523073,5531861
3600,3225,3463465,5573342
4200,2725,3340764,5496182
7450,6850,3448613,5550085
3200,2950,3444677,5478306
2563,2340,3438370,5602051
6200,4200,3483299,5564657
2950,2725,3380778,5524955
3250,2975,3559330,5564491
2563,2420,3450675,5556471
5800,5300,3434138,5566076
7550,1380,3436461,5462888
2563,2420,3423524,5481015
2950,2725,3452087,5565195
5300,5000,3451032,5559273
2725,2563,3528048,5531387
7450,6850,3382215,5590793
2725,2485,3476602,5558995
3600,3200,3352253,5478145
2420,1988,3426764,5609642
2950,2725,3388254,5574553
2420,2340,3457888,5536914
4200,3550,3555752,5540500
4200,2725,3502532,5550691
1980,1760,3463197,5557492
7550,6200,3445986,5542113
1980,1560,3436125,5599720
6200,4200,3482099,5577487
2420,1988,3556050,5525584
5800,5300,3484123,5555849
3200,2725,3508531,5547706
2750,2485,3564301,5579877
2420,1988,3556487,5525395
4200,3550,3444231,5454127
2420,1988,3561757,5539586
2563,2420,3475488,5475846
4200,3550,3559335,5533472
7550,6200,3445193,5548114
2950,2725,3457378,5587998
2420,1988,3557688,5524334
2485,2340,3507639,5605984
3600,3225,3376549,5503023
7550,1380,3476969,5569476
3250,2975,3525192,5589532
3200,2950,3421555,5563893
2950,2725,3440751,5489711
5800,5300,3538560,5556206
3600,3225,3387442,5570069
2563,2420,3410603,5480393
2485,2340,3442275,5460254
4200,3550,3477573,5559072
7550,6200,3561902,5539247
5000,4800,3509345,5594444
2205,2070,3383057,5514722
2950,2725,3456595,5538765
2950,2725,3476677,5558925
1980,1760,3503801,5561898
2725,2563,3409682,5555782
3600,3225,3509119,5547961
2340,2205,3489991,5548961
1980,1560,3457658,5560609
7550,1380,3476971,5547370
4450,4200,3439747,5541379
6900,6550,3473766,5589516
4200,3550,3548762,5556347
2725,2340,3441518,5478993
5800,5300,3438268,5564615
2340,1988,3468951,5551512
3200,2750,3561757,5539586
5000,4800,3481463,5556870
2925,2700,3367794,5502874
7550,1380,3462408,5581192
5800,5300,3409079,5581574
2950,2725,3513001,5555152
4200,3550,3555752,5540500
7550,6200,3441268,5563170
2950,2700,3555949,5540346
7450,6850,3416232,5599809
6900,6550,3425165,5530880
3200,2950,3435969,5535800
2563,2420,3449992,5565711
5800,5300,3407814,5607886
6900,6550,3552333,5576941
2725,2340,3460825,5460788
7550,1380,3445653,5413142
6200,5750,3471852,5558478
3200,2950,3466110,5557927
2420,1988,3554205,5534632
7450,6850,3554539,5535426
2725,2485,3502710,5561615
7450,6850,3525421,5589994
4200,3550,3477179,5547778
6900,6550,3426714,5528362
7550,6200,3416694,5599899
6900,6550,3516316,5583236
3200,2950,3449268,5556255
7550,1380,3457890,5461560
4200,2725,3444273,5438591
5800,5300,3552333,5576941
7550,1380,3422466,5530680
2420,1988,3475836,5556419
7550,6200,3461400,5536709
4200,3200,3475030,5557221
1980,1560,3561757,5539586
2725,2340,3376650,5515324
6150,5300,3396826,5569694
2563,2420,3354377,5487819
3200,2750,3582025,5579838
3600,3225,3407814,5607886
6950,6200,3509561,5603602
2725,2340,3478886,5547490
2340,1988,3376650,5515324
3250,2975,3579039,5575157
2340,1988,3420503,5563777
4200,3200,3462844,5552284
2420,1988,3418110,5565978
2420,1988,3409195,5591710
2485,2340,3382038,5515680
4200,3550,3389144,5580090
5800,5300,3553617,5558807
2950,2725,3476414,5561014
7550,1380,3498081,5587444
3200,2950,3422834,5460288
5800,5300,3552333,5576941
2725,2340,3389001,5570318
2563,2420,3396470,5578640
2725,2340,3388791,5570340
2420,1988,3554146,5534529
2950,2725,3386866,5587284
6900,6550,3433540,5537200
3200,2950,3485789,5557949
7550,6200,3530612,5580471
7550,1380,3479553,5559786
3650,3550,3476815,5562717
7550,1380,3472387,5548272
7550,1380,3478340,5554087
6900,6550,3381788,5507441
7550,6200,3511157,5605555
6200,4200,3456175,5559822
3200,2950,3404515,5579798
2420,1988,3558087,5547285
6900,6550,3449228,5548636
7450,6850,3422427,5525382
2420,1988,3378304,5515517
2340,1988,3469026,5551521
2420,1988,3448613,5550085
2950,2700,3544737,5590998
6150,5300,3470605,5556517
4200,2725,3509287,5548282
5800,5300,3506158,5549564
1980,1958,3464121,5463763
2420,2340,3366643,5509276
1980,1760,3500691,5580752
4200,2725,3382123,5573861
7550,1380,3484201,5569421
7550,1380,3548762,5556347
2420,1988,3479086,5547711
7550,1380,3432186,5528240
1980,1560,3426938,5525804
6900,6550,3429654,5593149
3200,2950,3382007,5573979
3250,2975,3578469,5535994
7550,6200,3418185,5601975
5000,4800,3345172,5501019
2725,2340,3463236,5563802
3200,2950,3411276,5608686
4200,2725,3383968,5571559
6550,6150,3409586,5607238
7550,1380,3422692,5530381
2340,1988,3376369,5517069
1980,1560,3387418,5569603
7550,1380,3455224,5559620
3250,2975,3500002,5547384
4800,4450,3388506,5581864
7450,6850,3486659,5572919
1980,1560,3457034,5564925
1980,1560,3477246,5544868
2420,1988,3502315,5549651
7550,1380,3481668,5557851
7550,6200,3623502,5504712
3200,3150,3521667,5535816
7550,1380,3433418,5524622
7550,1380,3491851,5547181
7550,1380,3516346,5555204
6900,6550,3516520,5538024
2950,2725,3392821,5571466
7450,6850,3503245,5560802
2725,2340,3416694,5599899
5000,4800,3415275,5595124
3200,2950,3373665,5517633
2205,2070,3373481,5516324
1980,1560,3449595,5563559
2070,1988,3419032,5611840
2950,2725,3496940,5542561
7550,4250,3447653,5554434
3600,3200,3380907,5516021
7550,1380,3351156,5490699
6900,6550,3378907,5514990
2563,2420,3479108,5567724
6200,4200,3457758,5536985
4200,3550,3447893,5548317
4200,3550,3557779,5569250
3600,3200,3378907,5514990
6900,6550,3516261,5583216
2725,2485,3530981,5527088
7450,6850,3347404,5489385
2725,2340,3451741,5556909
2420,1988,3452292,5417186
7450,6850,3525309,5589923
3600,3225,3528952,5529964
4200,3550,3568327,5532828
3200,2950,3531606,5538094
2725,1988,3450820,5494957
6900,6550,3418134,5601970
7550,1380,3427315,5531066
3600,3225,3452325,5557804
2950,2725,3363347,5481220
4200,2725,3439135,5467682
1980,1760,3383247,5514091
7550,1380,3461974,5556412
6200,4200,3451032,5559273
3200,2950,3435915,5598472
3200,2950,3482283,5558886
6900,6550,3531612,5592699
2205,2070,3429583,5565540
7550,1380,3469414,5559969
6900,6550,3515729,5542628
7550,6200,3552777,5534439
2725,2340,3433255,5528141
6900,6550,3448188,5573462
2725,2485,3516520,5538024
7550,1380,3488579,5559264
2205,2070,3533259,5525105
2725,2485,3451911,5551155
2950,2700,3581512,5540528
5800,5300,3506223,5549585
2950,2725,3485495,5556729
2420,1988,3368302,5489985
3600,3225,3437236,5463415
1980,1560,3430300,5549789
5300,5000,3463174,5557212
2950,2700,3530595,5580081
4200,2725,3447126,5439349
7550,6200,3390083,5574531
2420,1988,3545915,5541310
1980,1560,3502011,5580702
6900,6550,3544466,5577343
2420,1988,3421890,5563435
2725,2340,3480332,5559632
6150,5750,3475041,5564872
4200,2340,3544239,5581801
2420,1988,3418184,5484474
3200,2950,3511301,5546160
7550,1380,3438666,5392250
7550,1380,3427052,5529777
5800,5300,3464914,5557955
3250,2975,3513444,5555103
2563,2420,3462862,5557404
2420,1988,3429575,5570421
1560,1380,3465198,5537562
2725,2340,3501846,5588151
7550,1380,3554685,5556974
3200,2950,3449923,5568247
3200,2950,3514228,5539257
6900,6550,3522504,5591025
6900,6550,3456555,5538735
7550,4250,3470476,5556127
1980,1560,3477512,5548084
3200,2950,3448845,5543889
7550,6200,3474012,5537427
2725,2340,3517898,5533115
2420,1988,3507776,5558567
4200,2725,3480083,5559790
7550,1380,3477140,5547779
7550,6200,3426809,5532412
7550,1380,3396367,5578847
3200,2750,3554205,5534632
1760,1560,3376674,5515556
3150,2938,3448072,5506842
7550,1380,3436974,5478561
4200,2725,3387460,5589577
7450,6850,3528754,5569893
2563,2340,3371546,5551251
7550,1380,3512359,5535758
3200,2950,3373665,5517630
6900,6550,3479457,5559332
3200,2950,3462715,5536461
2420,1988,3489279,5563518
6900,6550,3525166,5575271
2420,1988,3456831,5511028
2485,2340,3380778,5524955
3200,2950,3352677,5479180
4200,2725,3446293,5433603
2563,2420,3449992,5565711
2725,2340,3389001,5570318
2420,1988,3486004,5557923
2563,2420,3481688,5556316
3600,3225,3420173,5459090
4450,4200,3388506,5581864
7550,1380,3447354,5581941
2750,2485,3583401,5537404
7550,1380,3449923,5568247
3200,2950,3386722,5509473
3200,2950,3497517,5540883
6150,5300,3587780,5555976
7550,1380,3457161,5566127
5000,4800,3454117,5545640
2420,1988,3409517,5607091
7550,1380,3441557,5478873
2950,2725,3462531,5467014
2950,2700,3557187,5557159
3200,2950,3467666,5556104
7550,1380,3548762,5556347
3200,2950,3371436,5506558
2420,1988,3557411,5534351
6900,6550,3518880,5539911
7450,6850,3522332,5538374
3600,3225,3451032,5559273
7550,1380,3367203,5503892
2950,2725,3427187,5571649
2725,2485,3482813,5559300
3600,3225,3437236,5463415
6900,6550,3430982,5535739
2925,2700,3377199,5486096
6550,6150,3551306,5576123
2563,2420,3425766,5478596
5000,4800,3388791,5570340
2420,1988,3624533,5504591
2420,1560,3469125,5441801
6900,6550,3459306,5560213
2563,2340,3418134,5601970
5300,4800,3409184,5581408
2725,2340,3459420,5534790
3200,2750,3569154,5544461
2725,2340,3485789,5557949
1980,1560,3477179,5547778
2485,2340,3413903,5559932
4200,2725,3376369,5517069
6900,6550,3553691,5558897
2420,1988,3380096,5579650
3200,2950,3469798,5547884
5800,5300,3435992,5598081
4200,3200,3438126,5470375
6900,6550,3434560,5537282
2205,2070,3428463,5540884
2725,2340,3553468,5557487
3200,2950,3468372,5538145
7450,6850,3481173,5545854
2950,2725,3452980,5559799
1980,1560,3384358,5587943
7550,6200,3454522,5539433
5800,5300,3515994,5540010
2950,2700,3552333,5576941
1980,1560,3422681,5524753
3600,3225,3441154,5448468
2420,1988,3472453,5552372
3200,2950,3531263,5526490
3200,2950,3430188,5570094
3200,2950,3482283,5558886
2420,1988,3431929,5525687
3200,2950,3460260,5586033
2420,1988,3481903,5559263
2925,2700,3377020,5474287
2563,2340,3440472,5592451
1980,1958,3460282,5468123
2205,2070,3464584,5527835
2563,2420,3474855,5561013
5300,4800,3388791,5570340
3200,2950,3476968,5559297
7550,1380,3478659,5553609
7550,1380,3451480,5558912
4200,3550,3439817,5448234
3200,2950,3458101,5462333
3200,2950,3469820,5580758
3250,2975,3590019,5555674
7550,6200,3426958,5614592
6900,6550,3477179,5547778
1979,1380,3383258,5514161
7450,6850,3379552,5494854
7550,1380,3476602,5558935
4450,4200,3557401,5572918
2925,2700,3383525,5500022
6900,6550,3529852,5579860
2563,2420,3481688,5556316
4200,3200,3343008,5486552
7550,1380,3430192,5523104
2420,1988,3556065,5525562
2950,2725,3394840,5574139
4200,3550,3568327,5532828
4800,4450,3385533,5570688
2725,2340,3506146,5605280
2485,2340,3403065,5599671
2563,2420,3363450,5479826
7550,1380,3450488,5593656
1980,1560,3557960,5568749
5000,4800,3480263,5559671
6900,6550,3376441,5515434
4200,3550,3463211,5460088
1760,1560,3382038,5515680
7550,6200,3483917,5545691
2950,2725,3472180,5550364
2563,2340,3393049,5524263
3200,2950,3373510,5475292
3250,2975,3512915,5554829
7550,1380,3452841,5560580
2420,1988,3478076,5460833
7550,6200,3460665,5536700
2420,1988,3457628,5536936
2420,1988,3565637,5536199
2420,1988,3417415,5592030
3200,2950,3367452,5498785
7550,6200,3441338,5594654
7450,6850,3430698,5616099
3200,2340,3381449,5517081
2950,2725,3526421,5533333
3200,2950,3434330,5459098
3200,2950,3383277,5500129
7450,6850,3428332,5534954
3200,2950,3476346,5547491
6150,5750,3465116,5575495
3250,2975,3559390,5564552
7450,6850,3427098,5525298
2725,2340,3515728,5488672
1980,1560,3442139,5560502
4200,3550,3451878,5575276
3200,2950,3429214,5593158
6550,6150,3558774,5536138
2420,2340,3463236,5563802
2420,1988,3556365,5525589
3200,2950,3371719,5487757
3200,2725,3435963,5598141
5000,4800,3480168,5559776
3200,2950,3380907,5516021
2950,2700,3558455,5535851
4200,2340,3384390,5571963
1980,1560,3374068,5517260
7550,6200,3367264,5503988
6900,6550,3454851,5563821
7450,6850,3414150,5599809
7450,6850,3488321,5550699
3600,3225,3441518,5478993
2205,2070,3437507,5554400
3600,3225,3367823,5496395
1760,1560,3376369,5517069
3200,2950,3479059,5545632
7450,6850,3376764,5503568
2950,2700,3556002,5572937
3250,2975,3555752,5540500
6200,4200,3451292,5559163
7550,6200,3530194,5577135
2420,1988,3439843,5482030
2950,2725,3517898,5533115
6900,6550,3561902,5539247
2420,1988,3475070,5557261
2950,2700,3516125,5585930
6900,6550,3538673,5582754
2725,2340,3577141,5566149
3250,2975,3514227,5608232
2420,1988,3444094,5434188
2420,1988,3463982,5557440
7550,1380,3477383,5559740
7550,1380,3421856,5524693
2420,1988,3418044,5565112
2485,2340,3446879,5451224
2485,2340,3414131,5461246
2485,2340,3376674,5515556
2205,2070,3533317,5525285
1980,1560,3447304,5438167
3600,3200,3442009,5471953
2925,2700,3372669,5516774
2950,2725,3421956,5592571
7550,1380,3477140,5547779
2563,2340,3475012,5557632
3200,2950,3345986,5487381
4200,3550,3557719,5569210
7550,4250,3376791,5575408
4200,2725,3512834,5554999
6200,4200,3478162,5557936
4200,2725,3410232,5558123
2420,1988,3514889,5539102
4200,2725,3409938,5577430
3200,2950,3431438,5463076
4200,3550,3460719,5581981
2420,1988,3426764,5609642
7550,6200,3409466,5595209
2950,2725,3450868,5559427
6900,6550,3478189,5553736
4200,2340,3449040,5590518
3200,2950,3457171,5558893
4200,3550,3450603,5550444
2420,1988,3464005,5557427
2420,2340,3382060,5515744
7550,1380,3476465,5547302
2420,1988,3428468,5478843
6900,6550,3558455,5535851
3200,2950,3463486,5573702
1980,1560,3447925,5550183
2340,2205,3396703,5578584
5800,5300,3557119,5536026
3200,2950,3373650,5477875
3200,2950,3382155,5478139
6200,4200,3436565,5584274
1980,1760,3433314,5523772
5000,4800,3480113,5559800
4200,2725,3354653,5491227
4200,3550,3482283,5558886
1980,1560,3432480,5599104
6200,4200,3623661,5505406
7550,1380,3469907,5552004
2563,2340,3426072,5612949
2750,2485,3379031,5514776
7550,6200,3382458,5590456
2950,2700,3518350,5597272
4200,3550,3459889,5423375
7550,1380,3496195,5576089
2725,2340,3486674,5558158
3600,3225,3452886,5560585
7450,6850,3424475,5523365
7550,1380,3472515,5557547
2205,2070,3525176,5575698
2420,1988,3420519,5607591
7550,1380,3463442,5557340
2420,1988,3510228,5569418
3200,2950,3432254,5585411
4200,3200,3531686,5531416
2950,2725,3479059,5545632
2563,2420,3478304,5577539
7550,1380,3473309,5549394
2420,1988,3426735,5609540
6900,6550,3442810,5560173
3200,2950,3486162,5549373
6900,6550,3447653,5554434
2485,2340,3462440,5439172
2485,2340,3428462,5434552
3200,2950,3449677,5543444
2420,1988,3447240,5438190
3200,2950,3462386,5536785
5000,4800,3378776,5486459
7450,6850,3455326,5607706
4200,2725,3460365,5585916
7550,1380,3433311,5458909
2750,2485,3530954,5576813
2725,1988,3409684,5555788
7550,6200,3477179,5547778
1980,1560,3417339,5591997
7450,6850,3473939,5559781
7550,1380,3422334,5524426
2725,2485,3482293,5559176
7450,6850,3382681,5572373
5800,5300,3450134,5544646
3250,2975,3559330,5564491
2070,1988,3462473,5537460
2420,1988,3416453,5601890
2950,2725,3427218,5529413
2070,1988,3440469,5454359
1760,1560,3533049,5526763
5800,5300,3449592,5563554
7450,6850,3522788,5537170
7550,4250,3532888,5529322
7550,1380,3423891,5526745
2563,2420,3439657,5590557
5800,5300,3407163,5605519
3200,2950,3369618,5493026
7450,6850,3568418,5532074
3250,2975,3564525,5538104
2563,2340,3384545,5500016
3200,2950,3376773,5515514
2420,1988,3493105,5586548
2563,2420,3438309,5564765
2420,1988,3553509,5532644
6200,4200,3341128,5496384
7550,6200,3409692,5607530
3250,2975,3426667,5609636
4200,3550,3453374,5455650
2340,1988,3433255,5528141
2420,1988,3543232,5580034
2563,2340,3555949,5540346
2420,1988,3479723,5560128
4200,3550,3518243,5533206
6150,5300,3463387,5557310
3200,2950,3398776,5574496
3200,2950,3403065,5599671
1980,1560,3553509,5564868
7550,1380,3380548,5498437
2925,2700,3373106,5496462
7450,6850,3375402,5512550
6200,4200,3503836,5551002
7550,1380,3568418,5532074
3200,2950,3417497,5580296
4200,2725,3482343,5559346
4200,2725,3467239,5558582
4200,2340,3516529,5538004
7550,6200,3498943,5536601
7550,1380,3477140,5547779
2950,2725,3352847,5493600
2950,2725,3518243,5533206
1980,1560,3457596,5550865
3200,2950,3369873,5514278
7550,1380,3365042,5484030
7450,6850,3528088,5531488
2950,2725,3531070,5526569
2563,2340,3380778,5524955
7550,1380,3471574,5552870
7550,1380,3441572,5439529
7550,6200,3558596,5572566
3200,2950,3384965,5572091
2420,1988,3475991,5556295
6900,6550,3530194,5577135
3200,2950,3382458,5590456
7450,6850,3525465,5529138
7550,1380,3472387,5548272
2420,1988,3427408,5433494
3200,2950,3410409,5606808
3650,3550,3477293,5559050
3200,2950,3434138,5566076
2725,2485,3461147,5555139
2950,2725,3443674,5541765
3200,2950,3433370,5600053
2420,1988,3515013,5543558
5800,5300,3447222,5581622
2950,2725,3463511,5547092
3200,2750,3569154,5544461
7550,1380,3371424,5551684
4200,2725,3391801,5556660
3200,3150,3377199,5486096
3200,2950,3513001,5555152
2950,2725,3508760,5548028
1760,1560,3457638,5536966
4200,2725,3380669,5498808
6900,6550,3381788,5507441
7450,6850,3393003,5525309
4200,3550,3412114,5592395
7550,6200,3460665,5536700
2420,1988,3375673,5583070
2725,2340,3471594,5553055
3200,2950,3459091,5559614
6900,6550,3386986,5587280
3200,2950,3358303,5483202
2950,2700,3561902,5539247
7450,6850,3516754,5534785
7550,1380,3535449,5570576
5800,5300,3451032,5559273
7550,1380,3509627,5606006
2485,2340,3436666,5426128
3200,2950,3467703,5558652
7450,6850,3558772,5572908
6200,4200,3541490,5560077
1980,1560,3465888,5570941
7550,6200,3545623,5579061
3200,2950,3480093,5559590
2420,1988,3559335,5533472
3200,2950,3497054,5550903
2725,1988,3409684,5555788
2750,2485,3415787,5599995
2725,2485,3450442,5550381
4200,3550,3465171,5558645
2925,2700,3392085,5483729
