BP_from,BP_to,X_S42,Y_S42
2725,2340,3471752,5558509
6200,4200,3513433,5551283
3200,2950,3403065,5599671
1979,1380,3457628,5536936
6900,6550,3400927,5557333
7550,6200,3405820,5605798
4200,3550,3442670,5560757
1980,1560,3426961,5530435
4200,2340,3369492,5523975
7450,6850,3477366,5547969
4450,4200,3473369,5549174
4200,2340,3427098,5525298
7550,1380,3479833,5559798
2340,1988,3420975,5565963
3200,2950,3364518,5517029
7550,1380,3476766,5558989
7550,1380,3370943,5504169
2950,2700,3545644,5541338
5300,5000,3541724,5559918
7550,1380,3443367,5574784
3200,2950,3471104,5550706
7550,1380,3560266,5560948
4200,2725,3521372,5536624
2563,2420,3434059,5436511
3200,2950,3388962,5580571
4200,2725,3477179,5547778
7550,4250,3476351,5560372
2205,2070,3462745,5536522
6900,6550,3468998,5557262
6900,6550,3558596,5572566
2563,2420,3410420,5480495
5800,5300,3516521,5534734
3600,3200,3454033,5451014
4200,2725,3529650,5535140
5800,5300,3468705,5544083
2950,2725,3453822,5558085
3200,2950,3468310,5545910
2420,1988,3559628,5548756
2950,2700,3554205,5534632
7450,6850,3552963,5576095
3200,2950,3376845,5503203
7550,1380,3441488,5478998
1760,1560,3455172,5437393
2725,2340,3520400,5593427
2485,2340,3510094,5607192
6200,4200,3480093,5559590
7550,1380,3433579,5528714
2563,2420,3521364,5595864
3600,3200,3439135,5467682
7550,1380,3513134,5554991
7550,1380,3476375,5546812
7550,1380,3436283,5459224
2485,2340,3341128,5496394
2485,2340,3388791,5570340
7550,6200,3528964,5529986
6200,4200,3561902,5539247
4200,2340,3459330,5456700
6200,4200,3481883,5559273
2950,2725,3380604,5576557
6550,6150,3471752,5558509
6550,6150,3387823,5580651
2563,2340,3403865,5464942
4200,2725,3438860,5472094
2750,2485,3531390,5577618
7550,6200,3557414,5534358
5800,5300,3382458,5590456
7450,6850,3465486,5534924
4450,4200,3384707,5573301
7450,6850,3541755,5560101
2420,1988,3379805,5579265
6900,6550,3512999,5593580
6200,4200,3497649,5597849
2485,2340,3422817,5459068
4200,3200,3443040,5454757
3600,3225,3382038,5515680
7450,6850,3347404,5489385
3250,2975,3585451,5543416
6200,4200,3429571,5526795
3200,2950,3386311,5506510
7550,1380,3457590,5550868
4200,2725,3527562,5535054
2340,1988,3544702,5590995
7550,1380,3427106,5484648
1760,1560,3460346,5557526
2725,1988,3431438,5463076
7550,1380,3459856,5557560
2950,2700,3587069,5555596
2420,1988,3462332,5552218
3200,2340,3467313,5559247
6200,4200,3475012,5557632
2563,2420,3442832,5560936
4200,2340,3429243,5526155
4200,2725,3397044,5597469
5300,5000,3517898,5533115
5800,5300,3438268,5564615
2420,1988,3557971,5537018
6200,4200,3493186,5551475
7550,6200,3419960,5528529
3200,2950,3462214,5466547
7550,1380,3376705,5503184
3200,2750,3419984,5611589
7550,1380,3427776,5493971
2563,2420,3454880,5416812
2420,1988,3447908,5436317
6200,4200,3457223,5548946
3200,2950,3424212,5459321
6900,6550,3379031,5514776
7550,6200,3522628,5537118
2725,2340,3388506,5581864
7550,1380,3470603,5550188
6900,6550,3387046,5587250
1980,1560,3586154,5545433
1980,1560,3440895,5559875
2950,2700,3557219,5535882
7550,1380,3454616,5566556
2420,1988,3489154,5547955
6900,6550,3410388,5607224
6200,4200,3424293,5460185
3200,2950,3446927,5534116
7550,1380,3476765,5563616
3600,3225,3469798,5547884
7550,1380,3426739,5532605
2420,1988,3457558,5536876
2070,1988,3447240,5438190
6200,4200,3452980,5559799
4200,3550,3448837,5543472
7550,4250,3460518,5536631
4200,3550,3555752,5540500
2485,2340,3462465,5461624
7450,6850,3395374,5585758
2950,2725,3457032,5558394
3200,2750,3565539,5536286
1980,1560,3561902,5539247
7550,1380,3450592,5559149
2725,2340,3528964,5529986
3200,2950,3386797,5509335
7550,1380,3458603,5476479
2070,1988,3461714,5427177
4200,3550,3551756,5574361
2750,2485,3557174,5557007
1980,1560,3484528,5590266
7550,1380,3554613,5575267
7550,1380,3551976,5570847
2485,2340,3425972,5460225
3200,2950,3465198,5537562
3250,2975,3528964,5529986
2725,2340,3482343,5559346
5000,4800,3442670,5560757
3550,3450,3461768,5551753
7550,1380,3380853,5480092
2950,2725,3430174,5478248
3200,2950,3457214,5549051
4200,2725,3460311,5465093
5800,5300,3533150,5529044
3200,2950,3410174,5606835
7550,1380,3529101,5530727
2420,1560,3513719,5598278
1980,1560,3561255,5538402
3200,2950,3463511,5547092
2725,2340,3476732,5558876
6200,4200,3423793,5526433
3250,2975,3551756,5574361
2420,1988,3450478,5440292
4200,2725,3420544,5607646
4200,3550,3523709,5535129
3200,2950,3457612,5550855
4200,2725,3436707,5433578
3200,2950,3466009,5557608
7550,6200,3551311,5575370
7550,4250,3527187,5531541
7550,1380,3483854,5554527
7550,1380,3461147,5555139
7550,1380,3479953,5559839
6900,6550,3473716,5589486
7550,1380,3457598,5550855
1980,1560,3516529,5538004
2420,1988,3481289,5552263
7450,6850,3379031,5514776
4200,3550,3476375,5546912
2725,2340,3460825,5460788
7550,6200,3568327,5532828
3600,3225,3474915,5560479
3200,2950,3419896,5564072
7550,1380,3457550,5582198
2563,2420,3464871,5535184
7450,6850,3432760,5598714
3200,2950,3442693,5544854
6900,6550,3465486,5534924
7450,6850,3477008,5559348
5800,5300,3445554,5549971
3600,3225,3477140,5547779
7550,6200,3558335,5570851
2420,1988,3420044,5458151
2420,1988,3376650,5515324
2725,2340,3581988,5537453
4450,4200,3430982,5535739
6900,6550,3469832,5556748
2725,2485,3454173,5546734
4200,3550,3448317,5556524
5800,5300,3508531,5547706
3200,2950,3384390,5571963
2563,2420,3449568,5565206
7550,6200,3521925,5592748
4200,3550,3460825,5460788
3200,2950,3441518,5478993
2420,2340,3375617,5515314
2420,2340,3435915,5598472
2485,2340,3456636,5553732
3200,2950,3410663,5561630
7450,6850,3376650,5515324
2950,2725,3374245,5485779
3200,2725,3427339,5520490
5800,5300,3559330,5564491
3600,3225,3479623,5559737
1980,1560,3555704,5540562
3200,2950,3463416,5547088
3200,2950,3384913,5573783
4200,2725,3512846,5555101
4200,3550,3477453,5559271
2725,1988,3522628,5537118
2950,2725,3476702,5558965
3200,2950,3482283,5558886
1980,1560,3466148,5570958
3200,2750,3553603,5532615
2950,2725,3385480,5509991
7550,1380,3554189,5559478
1980,1560,3411316,5608696
7550,1380,3477340,5559593
2485,2340,3419643,5457064
5800,5300,3451452,5558569
5800,5300,3522257,5537361
6900,6550,3428424,5527177
7550,4250,3508924,5591493
2485,2340,3409086,5581569
2725,2340,3510228,5569418
2340,1988,3496046,5581498
3200,2950,3409393,5608502
2420,1988,3429343,5541707
7550,1380,3521027,5538857
2725,2485,3464914,5557955
2950,2700,3530979,5576747
7450,6850,3391841,5517469
7550,1380,3470603,5550188
6550,6150,3477964,5577677
5000,4800,3373721,5484641
3200,2750,3554312,5534860
2950,2725,3438894,5463783
3200,2950,3461032,5544988
2725,1988,3457758,5536985
7550,6200,3588121,5530070
7450,6850,3386256,5505846
2563,2420,3382674,5589568
2950,2700,3519424,5582162
2725,2485,3471304,5553162
2420,1988,3457378,5536878
4200,2725,3448892,5590316
7450,6850,3469892,5538427
7450,6850,3481173,5545854
2563,2420,3435294,5594536
6900,6550,3527280,5584622
7450,6850,3462327,5574216
7550,6200,3425213,5530727
3200,2950,3450134,5544646
3600,3200,3423793,5526433
2725,2340,3409684,5555788
7550,6200,3420642,5612756
7450,6850,3447856,5554979
2420,1988,3456862,5511298
2725,2340,3511231,5606260
3250,2975,3513141,5555571
2950,2725,3458961,5549608
3250,2975,3512984,5557140
1980,1560,3482463,5559487
4200,3550,3448754,5544675
4200,2725,3452466,5557828
1980,1560,3528754,5569893
7550,1380,3429621,5527682
7550,1380,3486286,5572219
2485,2340,3388562,5581495
4200,3550,3409025,5581517
4450,4200,3380220,5573942
7550,1380,3485705,5556611
2205,2070,3504300,5597445
4200,2340,3505850,5593771
4200,2725,3482099,5577487
7550,6200,3561902,5539247
5000,4800,3503285,5561710
3600,3225,3369023,5494215
6900,6550,3381293,5507747
2420,1988,3403112,5460258
2750,2485,3544143,5582311
7550,1380,3517690,5529758
4200,2725,3488579,5559264
1958,1760,3383131,5585113
3200,2950,3371742,5509832
7450,6850,3348479,5489549
7550,1380,3426061,5531533
3200,2950,3476436,5547472
7550,1380,3449592,5563554
3200,2950,3451911,5551155
1980,1560,3457068,5552816
7550,1380,3449404,5569909
2485,2340,3388506,5581864
3250,2975,3555752,5540500
1980,1760,3550124,5556607
4200,3550,3471104,5550706
2925,2700,3388420,5516378
5800,5300,3449565,5563599
7450,6850,3525082,5530896
7550,6200,3475070,5557261
7550,1380,3469798,5548004
2950,2700,3576753,5557937
7550,6200,3423143,5528313
1760,1560,3460576,5557344
6900,6550,3512819,5602672
7550,1380,3476892,5558993
3200,2950,3365114,5506871
1980,1560,3536044,5570600
4200,3550,3411055,5603537
3200,2950,3405279,5603587
3200,2340,3452437,5595039
3200,2950,3417339,5591997
3200,2950,3480093,5559785
6400,2340,3429475,5527443
7550,6200,3429506,5523842
3650,3550,3627133,5500382
7550,6200,3477045,5546486
3200,2950,3432424,5599422
3200,2950,3463087,5557283
4200,2340,3508500,5547686
7450,6850,3382633,5572493
6200,4200,3488579,5559264
4200,3550,3554057,5541524
7550,6200,3480054,5544988
1980,1560,3384575,5572254
7550,4250,3430808,5522248
1980,1760,3450711,5559048
2420,1988,3559170,5533461
3200,2950,3480173,5559724
2950,2700,3511371,5606172
2485,2340,3457838,5536914
4200,2725,3409086,5581569
2725,2340,3487468,5558686
4200,2725,3398571,5587641
7550,1380,3456453,5478664
1980,1560,3477179,5547778
5000,4800,3480213,5559691
2950,2725,3425897,5529895
1980,1560,3379552,5494854
4200,2725,3423824,5528696
4200,3550,3426496,5609791
7450,6850,3481239,5545877
4200,2340,3352433,5515128
2563,2340,3475012,5557632
3600,3200,3508558,5547683
7450,6850,3516188,5582796
2485,2340,3376351,5517017
4200,2725,3372049,5551369
7550,1380,3431492,5436352
2750,2485,3548044,5579767
3200,2950,3379438,5494740
2725,2563,3367253,5503935
7550,1380,3474662,5557247
2725,2340,3557100,5557169
4200,2725,3520499,5539358
3200,2950,3449268,5556255
2420,1988,3477512,5548084
6150,5300,3455884,5541932
3600,3225,3473831,5550670
3200,2950,3432254,5585411
7550,6200,3418204,5611877
7550,6200,3429928,5555635
4800,4200,3553962,5535688
6200,4200,3541606,5559978
1760,1560,3447240,5438190
3200,2950,3365452,5508917
2485,2340,3441002,5448219
3200,2950,3428510,5459970
5000,4800,3349678,5518631
6200,4200,3480123,5559780
6200,4200,3519080,5539860
3200,2750,3564566,5538266
2420,1988,3468926,5551482
5000,4800,3480053,5559815
3200,2950,3430403,5552660
2925,2700,3380922,5524863
3200,2950,3422426,5592616
2563,2420,3527212,5574456
3200,2950,3376707,5504059
2340,1988,3494755,5585850
1760,1560,3485411,5581881
6200,5750,3463359,5557064
2485,2340,3341128,5496384
3200,2950,3448908,5467134
3200,2950,3395715,5577302
3200,2950,3477533,5455969
2420,1988,3475921,5556317
7550,1380,3480443,5555322
7550,1380,3460681,5453733
2420,1988,3429040,5540529
2725,2485,3447653,5554434
2725,2485,3462737,5557366
3150,2938,3436973,5459379
3200,2750,3552121,5577264
7550,1380,3471890,5550497
7550,1380,3457144,5551245
3200,2950,3458672,5550474
3250,2975,3506524,5597716
2725,2340,3517914,5533113
3200,2725,3427654,5519867
7550,1380,3476415,5546982
7550,6200,3516136,5583145
7450,6850,3553954,5575449
2725,2340,3411662,5493557
5800,5300,3447327,5554746
4200,3550,3497054,5550903
1958,1760,3498056,5554040
6900,6550,3440472,5592451
7550,1380,3467342,5572588
2420,1988,3390494,5577967
2340,2205,3450553,5550138
7550,1380,3393530,5503874
7550,6200,3477179,5547778
3200,2950,3518243,5533206
6150,5300,3453766,5557982
2485,2340,3425766,5478596
7550,1380,3501956,5546238
3600,3225,3371434,5516752
7450,6850,3481173,5545854
3600,3200,3462737,5424709
4200,3550,3346279,5483372
7550,1380,3477805,5459486
6900,6550,3552333,5576941
3600,3225,3405149,5603608
1980,1760,3401928,5573208
2725,1988,3409684,5555788
2950,2700,3556842,5534919
6900,6550,3460688,5536710
2420,1988,3428622,5540743
1760,1560,3368599,5502867
4200,2725,3461687,5445269
3250,2975,3558468,5535586
2950,2725,3471182,5551803
5000,4800,3390242,5491096
2563,2420,3450121,5549762
2725,2340,3455104,5537788
1980,1560,3396664,5578655
1980,1760,3457838,5536914
3200,2950,3442316,5558350
1980,1560,3454431,5437140
3200,2950,3450960,5583060
3150,2950,3311041,5556358
2420,1988,3418494,5566332
1980,1760,3406386,5575410
6900,6550,3521734,5591287
1980,1760,3442669,5575177
3200,2950,3353716,5576110
3250,2975,3404515,5579798
2340,1988,3468926,5551482
3200,2950,3482283,5558886
2950,2700,3554404,5538052
2420,1988,3412165,5596756
2420,1988,3440087,5481836
2340,1988,3368494,5495356
2563,2340,3494426,5543428
7450,6850,3558141,5570653
1980,1560,3529101,5530727
7450,6850,3532721,5536466
7450,6850,3382692,5572443
2725,2340,3558003,5540208
6900,6550,3451145,5546748
7550,1380,3465242,5555206
2420,1988,3472772,5560571
6900,6550,3477236,5547648
4200,2725,3470542,5547245
3600,3200,3458101,5462333
2420,1988,3441488,5478998
4200,3550,3405234,5603668
3200,2950,3371759,5510092
7550,6200,3474290,5549736
7450,6850,3426946,5524807
5000,4800,3448317,5556524
6950,6200,3453175,5553416
4200,2725,3388791,5570340
2725,2563,3464478,5535271
3250,2975,3588606,5554396
7550,1380,3476426,5547542
1980,1560,3423140,5528295
3200,2950,3479863,5560034
7450,6850,3361047,5494152
2340,1988,3452371,5417006
7550,1380,3471560,5550460
5800,5300,3388791,5570340
2420,1988,3397340,5442248
3600,3225,3367457,5497970
4200,2725,3391861,5506279
2950,2725,3451922,5556978
2485,2340,3435294,5594536
3600,3225,3435766,5598623
3200,2950,3432804,5566302
4200,2340,3439947,5541357
1980,1560,3472088,5548875
3200,2950,3451333,5506844
7550,1380,3477179,5547778
2950,2700,3578704,5536308
3200,2725,3462753,5552755
7450,6850,3385012,5508486
1980,1560,3462197,5574163
3200,2950,3381055,5495624
3200,2950,3411999,5610665
5800,5300,3460156,5586188
2485,2340,3364821,5509782
7450,6850,3376712,5502727
3200,2950,3477046,5559475
5000,4800,3463236,5563802
4200,3550,3449595,5563559
7450,6850,3479644,5559369
2420,2340,3449757,5479324
7550,1380,3523938,5531417
4200,2725,3388791,5570340
6900,6550,3452026,5542112
6200,4200,3480153,5559701
2950,2725,3453766,5557982
7550,4250,3414559,5601305
2205,2070,3430371,5595059
2485,2340,3378340,5524243
2925,2700,3374067,5485894
2420,1988,3461187,5581502
7550,1380,3383209,5513951
3200,2950,3465198,5537562
3650,3550,3436440,5566912
6900,6550,3460260,5586033
6900,6550,3440326,5541174
6200,4200,3528754,5569893
5000,4800,3390242,5491096
2725,1988,3388700,5581404
7550,1380,3482583,5559318
6900,6550,3463047,5574007
7450,6850,3397438,5593214
3200,2950,3486440,5546365
2563,2420,3423997,5435679
3250,2975,3511374,5595521
3200,2725,3428471,5533300
4200,2725,3454582,5539402
5000,4800,3470271,5546790
3600,3225,3383057,5514722
6200,4200,3337878,5495792
2950,2700,3509345,5594444
6900,6550,3412778,5602942
3600,3225,3384913,5573783
5000,4800,3463480,5557489
7550,6200,3420386,5563758
3200,2950,3378522,5515397
5000,4800,3452209,5576008
6900,6550,3414401,5595386
2420,1988,3489682,5548030
2420,1988,3544702,5590995
7550,6200,3481925,5558465
6200,4200,3451417,5551726
7450,6850,3396439,5578499
7550,1380,3429558,5524127
7450,6850,3522788,5537170
1980,1958,3458966,5466534
4450,4200,3448119,5554980
7550,4250,3527187,5531541
3600,3225,3451032,5559273
2750,2485,3560330,5537365
4200,3550,3466497,5558759
2925,2700,3372900,5516828
3200,2950,3450967,5549865
2420,1988,3532721,5536466
2725,2340,3439717,5541405
2070,1988,3435660,5483441
5800,5300,3450142,5544381
4200,2725,3337624,5494157
4200,3550,3477140,5547779
3200,2950,3465198,5537562
2420,1988,3459198,5560586
1980,1560,3481633,5556831
2725,2485,3448390,5550142
7550,1380,3476731,5471159
7550,1380,3483299,5564657
3200,2950,3475228,5562480
3250,2975,3334019,5564862
6900,6550,3451031,5544175
1980,1560,3471600,5557660
3200,2950,3447989,5506243
2420,1988,3503234,5561759
1980,1560,3376411,5515398
6400,2340,3385780,5572056
3200,2950,3483299,5564657
2750,2485,3557100,5557169
3250,2975,3510859,5605665
6900,6550,3509345,5594444
2725,2340,3427280,5608503
1980,1560,3433288,5537043
7450,6850,3389353,5580008
5000,4800,3448119,5554980
1980,1958,3406562,5469875
4200,3550,3510116,5548000
2950,2700,3622279,5521448
3200,2950,3467703,5558652
7450,6850,3429250,5612941
5300,4800,3512270,5543016
7550,6200,3545567,5579131
7550,6200,3422334,5524426
7550,1380,3433952,5525812
3200,2725,3457629,5541162
6200,4200,3521372,5536624
7450,6850,3432178,5614921
5300,5000,3451032,5559273
2950,2725,3467875,5545435
4200,2725,3416105,5594791
5800,5300,3449668,5563558
3200,2950,3477140,5547779
2725,2340,3482858,5559563
2420,2340,3349829,5489718
2420,1988,3556326,5525494
3250,2975,3521518,5541781
2485,2340,3348357,5489215
3200,2950,3371340,5503829
2950,2725,3422869,5530360
2750,2485,3578764,5536096
7550,1380,3439469,5482451
2420,1988,3513418,5549192
7450,6850,3561599,5575989
3200,2950,3423078,5528498
7450,6850,3525176,5575698
2725,2563,3521026,5535956
3250,2975,3533532,5530060
7550,1380,3422681,5524753
7550,1380,3463281,5556873
3200,2950,3442246,5558440
2485,2340,3422681,5524753
7550,1380,3480686,5555712
3200,2750,3552121,5577264
1980,1560,3475843,5547688
4200,3550,3463316,5557161
6900,6550,3449641,5567219
3200,2950,3477613,5559467
5800,5300,3386647,5580814
7550,6200,3427140,5529253
7450,6850,3410838,5581637
7550,1380,3447653,5554434
2725,2340,3409684,5555788
6550,6150,3500267,5581913
2070,1988,3462386,5536785
7550,6200,3525473,5528733
3200,3150,3450801,5559008
3200,2950,3427962,5526706
2485,2340,3431296,5440454
7550,1380,3434534,5480292
2205,2070,3439639,5448235
3200,2950,3476971,5547370
3200,2950,3383956,5572012
2420,1988,3388254,5574553
6200,4200,3508620,5564919
7550,6200,3549015,5572946
7550,1380,3481773,5556762
5800,5300,3467666,5556043
5000,4800,3398404,5523040
3200,2950,3443040,5454757
6200,4200,3488771,5559155
3250,2975,3516485,5598464
3150,2938,3521282,5536558
3200,2950,3424570,5586197
2420,1988,3556842,5534919
2420,1988,3472158,5549084
7550,1380,3451991,5534963
7450,6850,3427559,5527759
7450,6850,3379062,5514736
2420,1988,3380778,5524955
3200,2950,3385325,5587255
3200,2725,3556955,5535055
3600,3225,3341772,5488296
7550,1380,3452126,5480754
2563,2340,3480283,5559762
7450,6850,3434944,5525749
1980,1560,3485599,5555811
6200,4200,3388791,5570340
7550,1380,3559395,5573692
6200,4200,3426935,5528160
2563,2420,3510883,5605808
2725,2563,3405234,5603668
2485,2340,3381313,5510546
7450,6850,3417176,5591890
7550,1380,3449499,5608666
4200,2725,3448665,5469462
4200,2340,3436245,5526146
1980,1560,3464035,5573227
6900,6550,3497447,5540922
2725,2340,3555949,5540346
7550,1380,3425336,5530749
6900,6550,3388201,5581198
2950,2725,3451878,5575276
7450,6850,3534099,5530186
1980,1560,3451031,5544175
2420,1988,3527562,5535054
4200,3550,3337878,5495792
1980,1560,3555752,5540500
4200,2725,3497712,5543947
3250,2975,3506132,5605243
1980,1760,3471998,5548461
2563,2340,3439266,5490424
2725,2340,3442234,5423211
4200,2340,3482573,5559288
7550,6200,3382680,5590076
6900,6550,3421213,5528003
4200,2725,3353074,5494281
2420,1988,3481713,5556372
7550,1380,3422147,5524935
6900,6550,3429558,5524127
6900,6550,3467301,5572149
1980,1560,3497395,5585749
7550,1380,3477140,5547779
6900,6550,3416161,5599842
2485,2340,3459011,5534994
3200,2950,3437912,5461746
6900,6550,3426796,5530734
4200,2725,3451292,5559163
7550,4250,3388008,5510312
7450,6850,3440740,5556283
2950,2725,3430890,5527975
3200,2950,3516839,5542182
3650,3550,3528964,5529986
3200,2950,3448449,5502358
2340,1988,3471888,5548406
2420,1988,3432881,5472725
7550,1380,3474933,5560327
2420,1988,3482858,5559563
3600,3225,3442810,5560173
3600,3225,3435294,5594536
2563,2420,3396590,5578375
2725,1988,3527114,5531930
6200,2725,3384707,5573301
4200,3550,3455115,5420173
2485,2340,3388506,5581864
3200,2950,3518660,5532099
6950,6200,3503125,5561628
7450,6850,3409586,5607238
5000,4800,3471104,5550706
2420,1988,3462792,5420428
7450,6850,3561720,5575937
3200,2950,3476814,5560906
3200,2950,3405080,5603659
2420,1988,3473427,5550964
1980,1760,3469125,5441801
3200,2950,3473843,5559641
2420,1988,3476971,5547370
1980,1760,3388716,5581304
4200,3550,3461360,5429111
7550,1380,3472453,5552372
3200,2950,3375085,5543120
4200,2340,3454206,5562753
2725,2340,3427408,5433494
5800,5300,3455926,5549022
3200,2950,3408936,5606446
5000,4800,3388791,5570340
2725,2340,3527473,5530773
2725,2340,3469737,5556596
2420,1988,3509948,5544121
2563,2420,3456636,5553732
3200,2950,3494974,5582211
7450,6850,3558170,5570713
4200,2725,3508570,5547857
2950,2725,3530871,5576828
2950,2725,3466020,5558138
1560,1380,3461147,5555139
3200,2950,3421230,5563411
3200,2950,3463295,5457282
2725,1988,3430448,5523832
7550,1380,3394036,5579177
3200,2950,3485626,5555810
2340,1988,3437748,5567590
7450,6850,3439657,5590557
6200,4200,3388791,5570340
3200,2950,3451084,5567922
4200,3550,3460562,5449149
2925,2700,3388488,5509809
2950,2725,3471461,5565212
3200,2950,3424121,5461827
7550,1380,3453840,5547195
7450,6850,3370742,5504129
7450,6850,3585921,5536584
7550,1380,3476971,5547370
4200,3550,3555752,5540500
3200,2340,3448317,5597375
2485,2340,3375685,5517401
7550,1380,3373502,5516364
7550,1380,3477140,5547779
1560,1380,3481633,5556831
3600,3200,3435843,5467069
3200,2750,3553490,5533664
7450,6850,3384009,5507743
1958,1760,3449892,5544101
1980,1958,3432973,5489437
3250,2975,3426667,5609636
4800,4200,3382274,5507370
2420,1988,3472319,5549353
7550,1380,3428240,5529061
6900,6550,3477140,5547779
4200,2725,3396509,5578306
4200,3550,3555665,5540411
7450,6850,3385533,5570688
6900,6550,3379552,5494854
2750,2485,3526652,5590925
6550,6150,3516232,5538592
1980,1560,3555949,5540346
2563,2420,3371840,5516827
7550,6200,3376549,5503023
7450,6850,3388562,5581495
7550,6200,3477140,5547779
4200,2725,3405426,5578680
2563,2420,3389028,5512399
6550,6150,3510949,5541918
6900,6550,3470068,5557233
2950,2725,3448908,5467134
3200,2950,3410374,5606844
2205,2070,3429247,5540680
2485,2340,3399253,5459060
7450,6850,3391276,5515774
6900,6550,3364903,5505035
3200,2950,3434138,5566076
2420,1988,3515194,5597529
1980,1560,3452980,5559799
3250,2975,3557478,5534257
2420,1988,3432881,5472725
7550,1380,3428492,5487317
7550,1380,3483860,5561023
6900,6550,3490407,5545264
7550,1380,3485965,5556903
2420,2340,3421802,5476939
3250,2975,3506114,5592763
1980,1760,3393938,5579118
2563,2420,3504380,5550211
7550,1380,3432133,5598184
7550,6200,3497619,5541101
3250,2975,3589358,5554268
5800,5300,3413453,5597365
3600,3225,3509119,5547961
4200,2725,3432919,5458678
3600,3225,3376707,5504059
3200,2950,3368302,5489985
2420,1988,3534099,5530186
7550,1380,3472989,5549257
7550,1380,3525060,5537961
6900,6550,3502710,5561615
7550,4250,3424486,5530516
4200,3550,3381873,5576151
1980,1560,3565539,5536286
2420,1988,3475961,5556320
3200,2950,3439618,5482352
1979,1380,3454497,5436891
7550,4250,3429254,5523379
4200,3550,3479566,5559346
3600,3200,3460825,5460788
4200,3550,3455450,5559238
7450,6850,3522301,5538216
4200,3550,3412151,5611669
2420,2340,3372389,5551351
3200,2950,3451897,5562459
3600,3200,3354462,5487807
1760,1560,3371790,5511257
7550,1380,3465190,5575671
3200,2950,3451893,5562849
6900,6550,3440718,5541585
2563,2340,3376972,5485787
7550,6200,3423351,5524009
7550,6200,3404580,5603693
4200,3550,3476370,5546896
7550,1380,3376833,5503213
4200,3550,3560874,5573938
7550,1380,3514543,5608125
7550,4250,3516947,5600392
5000,4800,3366650,5496248
2725,2340,3480530,5545712
4200,3550,3412570,5604774
2420,1988,3510228,5569418
3200,2950,3434138,5566076
7550,1380,3435107,5485943
6200,4200,3449635,5564036
2725,2340,3446756,5587467
3200,2950,3472180,5550364
2950,2725,3530822,5576815
7550,1380,3458395,5462214
2420,1988,3488272,5559450
3250,2975,3555752,5540500
6200,4200,3506113,5549559
2205,2070,3457638,5536906
7550,6200,3477179,5547778
3200,2950,3471376,5542457
4200,3550,3460421,5473183
6900,6550,3530220,5577043
1980,1560,3481688,5556316
2420,1988,3438370,5602051
2725,2485,3504538,5550678
2950,2725,3461781,5536761
4200,2725,3421205,5576794
1980,1560,3449258,5563204
2340,1988,3450680,5494918
2420,1988,3475696,5555898
3200,2725,3467724,5558699
7450,6850,3452877,5551845
3650,3550,3457208,5552742
1979,1380,3457698,5536975
3600,3225,3344901,5488696
7550,1380,3473399,5549124
7450,6850,3388599,5580424
7550,1380,3476822,5559026
2485,2340,3337878,5495792
7550,4250,3560191,5537294
7550,1380,3528964,5529986
3200,2950,3482283,5558886
2420,2340,3385012,5508486
2485,2340,3347401,5488948
4200,2725,3423143,5528313
6200,4200,3487145,5546860
7550,1380,3470558,5552448
3200,2950,3437807,5554468
2420,1988,3442832,5560936
2420,1988,3364518,5517029
7550,1380,3458583,5554090
6200,4200,3462024,5578220
1980,1560,3528754,5569893
7450,6850,3477123,5559498
4200,2340,3471376,5542457
2563,2420,3503205,5561689
5000,4800,3526421,5533333
3600,3225,3348328,5488796
3600,3225,3495046,5553856
2340,1988,3453906,5546879
2420,1988,3471104,5550706
4200,3550,3439639,5448235
1980,1560,3442832,5560936
7550,6200,3530612,5580471
7550,1380,3367444,5477649
5800,5300,3417339,5591997
2725,1988,3432845,5485462
6200,4200,3427919,5615410
1980,1560,3471167,5557579
1980,1560,3375673,5583070
3200,2950,3381564,5574223
5800,5300,3382457,5590628
2725,2340,3506352,5605255
2485,2340,3337878,5495792
4200,2725,3472343,5552313
2725,2340,3455180,5457005
2950,2725,3473700,5559746
6900,6550,3373125,5502523
5800,5300,3463336,5557160
7450,6850,3478319,5553566
4200,2725,3493125,5586578
2950,2700,3558774,5536138
2340,1988,3380778,5524955
2950,2725,3423518,5528526
6200,5750,3470605,5556517
4200,3200,3436238,5462415
3200,2950,3466099,5557737
1980,1560,3376707,5504059
7450,6850,3545003,5577557
5800,5300,3385780,5572056
3200,2950,3382249,5505337
7550,1380,3476376,5547482
1980,1560,3454431,5437140
7450,6850,3407163,5605519
2925,2700,3337878,5495792
7550,1380,3471236,5547672
7550,1380,3440305,5440065
1980,1760,3376351,5517017
3600,3225,3477140,5547779
7550,1380,3433395,5484620
6200,4200,3487347,5574925
2725,2340,3405234,5603668
2725,2340,3428991,5534739
5800,5300,3471104,5550706
2725,2340,3460688,5536710
7450,6850,3355001,5490634
7450,6850,3376540,5515507
7450,6850,3440036,5556399
4200,2725,3398925,5595670
6900,6550,3477038,5547341
6900,6550,3512543,5543205
5800,5300,3456332,5566812
4200,3550,3479410,5559445
3200,2750,3553962,5535688
2950,2725,3454133,5562527
7550,6200,3425165,5530880
6950,6200,3477179,5547778
3200,2950,3427500,5520578
2420,1988,3457756,5552382
7450,6850,3439549,5590599
7550,6200,3554205,5534632
7550,1380,3428359,5486095
3250,2975,3596626,5517801
1980,1560,3477179,5547778
7550,1380,3457519,5550400
6900,6550,3414401,5595386
6900,6550,3535891,5568614
